what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476530986545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531041632
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1476531042181
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1476531044212
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1476531051527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1476531052325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531053934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531055955
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1476531056001
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1476531089297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1476531096329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531098506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531100203
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1476531100218
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1476531117117
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1476531135278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1476531137382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531141660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531143079
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1476531143095
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1476531172587
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.BreakpointView",1476531175576
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1476531176286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531177678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531180208
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1476531183117
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1476531184060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531185890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1476531186634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1476531186964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531249186
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1476531250154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531252305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1476531252490
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1476531252720
